Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt,SOC
11/27/2018 9:00:18 PM,22,DCH,38:08.4,20:00.0,0,0,LG_HG2_NN_Char,4.11654,-0.15069,-0.52579,-0.05071,-0.20977,13,87.93794815
11/27/2018 9:01:18 PM,22,DCH,39:08.4,21:00.0,0,0,LG_HG2_NN_Char,4.11502,-0.15069,-0.31548,-0.05324,-0.22021,13,87.83562778
11/27/2018 9:02:18 PM,22,DCH,40:08.4,22:00.0,0,0,LG_HG2_NN_Char,4.11368,-0.15069,-0.31548,-0.05577,-0.23062,13,87.73330741
11/27/2018 9:03:18 PM,22,DCH,41:08.4,23:00.0,0,0,LG_HG2_NN_Char,4.11233,-0.15069,-0.52579,-0.05831,-0.24107,13,87.63098704
11/27/2018 9:04:18 PM,22,DCH,42:08.4,24:00.0,0,0,LG_HG2_NN_Char,4.11081,-0.15069,-0.73611,-0.06085,-0.2515,13,87.5269284
11/27/2018 9:05:18 PM,22,DCH,43:08.4,25:00.0,0,0,LG_HG2_NN_Char,4.10946,-0.15325,-0.63095,-0.06339,-0.26192,13,87.42460802
11/27/2018 9:06:18 PM,22,DCH,44:08.4,26:00.0,0,0,LG_HG2_NN_Char,4.10828,-0.15069,-0.52579,-0.06592,-0.27235,13,87.32228765
11/27/2018 9:07:18 PM,22,DCH,45:08.4,27:00.0,0,0,LG_HG2_NN_Char,4.1071,-0.15069,-0.31548,-0.06846,-0.28276,13,87.21822901
11/27/2018 9:08:18 PM,22,DCH,46:08.4,28:00.0,0,0,LG_HG2_NN_Char,4.10592,-0.15325,-0.31548,-0.071,-0.2932,13,87.11417037
11/27/2018 9:09:18 PM,22,DCH,47:08.4,29:00.0,0,0,LG_HG2_NN_Char,4.10474,-0.15325,-0.84127,-0.07354,-0.30361,13,87.01011173
11/27/2018 9:10:18 PM,22,DCH,48:08.4,30:00.0,0,0,LG_HG2_NN_Char,4.10356,-0.15325,-0.73611,-0.07607,-0.31402,13,86.90605309
11/27/2018 9:11:18 PM,22,DCH,49:08.4,31:00.0,0,0,LG_HG2_NN_Char,4.10238,-0.15325,-0.63095,-0.07861,-0.32441,13,86.80199444
11/27/2018 9:12:18 PM,22,DCH,50:08.4,32:00.0,0,0,LG_HG2_NN_Char,4.10154,-0.15325,-0.31548,-0.08113,-0.33477,13,86.69967407
11/27/2018 9:13:18 PM,22,DCH,51:08.4,33:00.0,0,0,LG_HG2_NN_Char,4.10053,-0.15069,-0.21032,-0.08367,-0.34517,13,86.59561543
11/27/2018 9:14:18 PM,22,DCH,52:08.4,34:00.0,0,0,LG_HG2_NN_Char,4.09952,-0.15325,-0.84127,-0.0862,-0.35556,13,86.49155679
11/27/2018 9:15:18 PM,22,DCH,53:08.4,35:00.0,0,0,LG_HG2_NN_Char,4.09851,-0.15325,-0.94643,-0.08874,-0.36598,13,86.38749815
11/27/2018 9:16:18 PM,22,DCH,54:08.4,36:00.0,0,0,LG_HG2_NN_Char,4.09749,-0.15325,-0.63095,-0.09129,-0.37641,13,86.28343951
11/27/2018 9:17:18 PM,22,DCH,55:08.4,37:00.0,0,0,LG_HG2_NN_Char,4.09665,-0.15325,-0.42063,-0.09382,-0.38679,13,86.17938086
11/27/2018 9:18:18 PM,22,DCH,56:08.4,38:00.0,0,0,LG_HG2_NN_Char,4.09581,-0.15325,-0.21032,-0.09636,-0.39719,13,86.07532222
11/27/2018 9:19:18 PM,22,DCH,57:08.4,39:00.0,0,0,LG_HG2_NN_Char,4.09497,-0.15325,-0.31548,-0.0989,-0.40758,13,85.97300185
11/27/2018 9:20:18 PM,22,DCH,58:08.4,40:00.0,0,0,LG_HG2_NN_Char,4.09412,-0.15069,-0.84127,-0.10143,-0.41796,13,85.87068148
11/27/2018 9:21:18 PM,22,DCH,59:08.4,41:00.0,0,0,LG_HG2_NN_Char,4.09328,-0.15069,-0.63095,-0.10397,-0.42834,13,85.76836111
11/27/2018 9:22:18 PM,22,DCH,00:08.4,42:00.0,0,0,LG_HG2_NN_Char,4.09244,-0.15069,-0.52579,-0.10651,-0.43872,13,85.66604074
11/27/2018 9:23:18 PM,22,DCH,01:08.4,43:00.0,0,0,LG_HG2_NN_Char,4.09176,-0.15069,-0.42063,-0.10904,-0.44909,13,85.56372037
11/27/2018 9:24:18 PM,22,DCH,02:08.4,44:00.0,0,0,LG_HG2_NN_Char,4.09109,-0.15069,-0.31548,-0.11156,-0.45941,13,85.4614
11/27/2018 9:25:18 PM,22,DCH,03:08.4,45:00.0,0,0,LG_HG2_NN_Char,4.09041,-0.15069,-0.52579,-0.1141,-0.46981,13,85.35907963
11/27/2018 9:26:18 PM,22,DCH,04:08.4,46:00.0,0,0,LG_HG2_NN_Char,4.08957,-0.15069,-0.73611,-0.11664,-0.48017,13,85.25502099
11/27/2018 9:27:18 PM,22,DCH,05:08.4,47:00.0,0,0,LG_HG2_NN_Char,4.0889,-0.15325,-0.73611,-0.11918,-0.49055,13,85.15096235
11/27/2018 9:28:18 PM,22,DCH,06:08.4,48:00.0,0,0,LG_HG2_NN_Char,4.08822,-0.15325,-0.52579,-0.12171,-0.50092,13,85.0469037
11/27/2018 9:29:18 PM,22,DCH,07:08.4,49:00.0,0,0,LG_HG2_NN_Char,4.08755,-0.15325,-0.52579,-0.12425,-0.51128,13,84.94284506
11/27/2018 9:30:18 PM,22,DCH,08:08.4,50:00.0,0,0,LG_HG2_NN_Char,4.08687,-0.15325,-0.31548,-0.12678,-0.52164,13,84.83878642
11/27/2018 9:31:18 PM,22,DCH,09:08.4,51:00.0,0,0,LG_HG2_NN_Char,4.08637,-0.15325,-0.31548,-0.12932,-0.532,13,84.73472778
11/27/2018 9:32:18 PM,22,DCH,10:08.4,52:00.0,0,0,LG_HG2_NN_Char,4.08569,-0.15325,-0.63095,-0.13185,-0.54237,13,84.63066914
11/27/2018 9:33:18 PM,22,DCH,11:08.4,53:00.0,0,0,LG_HG2_NN_Char,4.08519,-0.15325,-0.52579,-0.13439,-0.55273,13,84.52834877
11/27/2018 9:34:18 PM,22,DCH,12:08.4,54:00.0,0,0,LG_HG2_NN_Char,4.08451,-0.15069,-0.52579,-0.13692,-0.56309,13,84.4260284
11/27/2018 9:35:18 PM,22,DCH,13:08.4,55:00.0,0,0,LG_HG2_NN_Char,4.08401,-0.15069,-0.42063,-0.13945,-0.57342,13,84.32196975
11/27/2018 9:36:18 PM,22,DCH,14:08.4,56:00.0,0,0,LG_HG2_NN_Char,4.0835,-0.15325,-0.42063,-0.14199,-0.58379,13,84.21791111
11/27/2018 9:37:18 PM,22,DCH,15:08.4,57:00.0,0,0,LG_HG2_NN_Char,4.083,-0.15325,-0.42063,-0.14453,-0.59414,13,84.11385247
11/27/2018 9:38:18 PM,22,DCH,16:08.4,58:00.0,0,0,LG_HG2_NN_Char,4.08249,-0.15325,-0.31548,-0.14707,-0.60453,13,84.0115321
11/27/2018 9:39:18 PM,22,DCH,17:08.4,59:00.0,0,0,LG_HG2_NN_Char,4.08199,-0.15069,-0.42063,-0.14961,-0.61488,13,83.90747346
11/27/2018 9:40:18 PM,22,DCH,18:08.4,00:00.0,0,0,LG_HG2_NN_Char,4.08148,-0.15325,-0.52579,-0.15214,-0.62522,13,83.80341481
11/27/2018 9:41:18 PM,22,DCH,19:08.4,01:00.0,0,0,LG_HG2_NN_Char,4.08098,-0.15325,-0.52579,-0.15467,-0.63555,13,83.70109444
11/27/2018 9:42:18 PM,22,DCH,20:08.4,02:00.0,0,0,LG_HG2_NN_Char,4.08047,-0.15069,-0.63095,-0.15721,-0.6459,13,83.59877407
11/27/2018 9:43:18 PM,22,DCH,21:08.4,03:00.0,0,0,LG_HG2_NN_Char,4.07996,-0.15069,-0.63095,-0.15974,-0.65624,13,83.4964537
11/27/2018 9:44:18 PM,22,DCH,22:08.4,04:00.0,0,0,LG_HG2_NN_Char,4.07946,-0.15069,-0.52579,-0.16228,-0.66658,13,83.39413333
11/27/2018 9:45:18 PM,22,DCH,23:08.4,05:00.0,0,0,LG_HG2_NN_Char,4.07895,-0.15069,-0.63095,-0.16482,-0.67693,13,83.29007469
11/27/2018 9:46:18 PM,22,DCH,24:08.4,06:00.0,0,0,LG_HG2_NN_Char,4.07862,-0.15325,-0.52579,-0.16736,-0.68729,13,83.18775432
11/27/2018 9:47:18 PM,22,DCH,25:08.4,07:00.0,0,0,LG_HG2_NN_Char,4.07811,-0.15069,-0.52579,-0.16989,-0.69763,13,83.08369568
11/27/2018 9:48:18 PM,22,DCH,26:08.4,08:00.0,0,0,LG_HG2_NN_Char,4.07777,-0.15325,-0.42063,-0.17243,-0.70797,13,82.98137531
11/27/2018 9:49:18 PM,22,DCH,27:08.4,09:00.0,0,0,LG_HG2_NN_Char,4.07727,-0.15069,-0.42063,-0.17496,-0.71829,13,82.87731667
11/27/2018 9:50:18 PM,22,DCH,28:08.4,10:00.0,0,0,LG_HG2_NN_Char,4.07693,-0.15325,-0.52579,-0.17749,-0.72863,13,82.7749963
11/27/2018 9:51:18 PM,22,DCH,29:08.4,11:00.0,0,0,LG_HG2_NN_Char,4.07659,-0.15069,-0.52579,-0.18003,-0.73897,13,82.67267593
11/27/2018 9:52:18 PM,22,DCH,30:08.4,12:00.0,0,0,LG_HG2_NN_Char,4.07609,-0.15069,-0.52579,-0.18257,-0.74931,13,82.56861728
11/27/2018 9:53:18 PM,22,DCH,31:08.4,13:00.0,0,0,LG_HG2_NN_Char,4.07575,-0.15325,-0.63095,-0.1851,-0.75964,13,82.46455864
11/27/2018 9:54:18 PM,22,DCH,32:08.4,14:00.0,0,0,LG_HG2_NN_Char,4.07541,-0.15325,-0.52579,-0.18764,-0.76998,13,82.3605
11/27/2018 9:55:18 PM,22,DCH,33:08.4,15:00.0,0,0,LG_HG2_NN_Char,4.07508,-0.15325,-0.63095,-0.19017,-0.78031,13,82.25644136
11/27/2018 9:56:18 PM,22,DCH,34:08.4,16:00.0,0,0,LG_HG2_NN_Char,4.07474,-0.15325,-0.52579,-0.19271,-0.79065,13,82.15412099
11/27/2018 9:57:18 PM,22,DCH,35:08.4,17:00.0,0,0,LG_HG2_NN_Char,4.0744,-0.15069,-0.52579,-0.19525,-0.80098,13,82.05180062
11/27/2018 9:58:18 PM,22,DCH,36:08.4,18:00.0,0,0,LG_HG2_NN_Char,4.0739,-0.15069,-0.52579,-0.19778,-0.81131,13,81.94774198
11/27/2018 9:59:18 PM,22,DCH,37:08.4,19:00.0,0,0,LG_HG2_NN_Char,4.07373,-0.15325,-0.52579,-0.20032,-0.82165,13,81.8454216
11/27/2018 10:00:18 PM,22,DCH,38:08.4,20:00.0,0,0,LG_HG2_NN_Char,4.07339,-0.15069,-0.52579,-0.20285,-0.83197,13,81.74136296
11/27/2018 10:01:18 PM,22,DCH,39:08.4,21:00.0,0,0,LG_HG2_NN_Char,4.07305,-0.15325,-0.52579,-0.20539,-0.84229,13,81.63730432
11/27/2018 10:02:18 PM,22,DCH,40:08.4,22:00.0,0,0,LG_HG2_NN_Char,4.07272,-0.15325,-0.52579,-0.20793,-0.85264,13,81.53324568
11/27/2018 10:03:18 PM,22,DCH,41:08.4,23:00.0,0,0,LG_HG2_NN_Char,4.07238,-0.15325,-0.52579,-0.21047,-0.86298,13,81.43092531
11/27/2018 10:04:18 PM,22,DCH,42:08.4,24:00.0,0,0,LG_HG2_NN_Char,4.07204,-0.15069,-0.52579,-0.213,-0.87331,13,81.32860494
11/27/2018 10:05:18 PM,22,DCH,43:08.4,25:00.0,0,0,LG_HG2_NN_Char,4.0717,-0.15069,-0.52579,-0.21554,-0.88362,13,81.2245463
11/27/2018 10:06:18 PM,22,DCH,44:08.4,26:00.0,0,0,LG_HG2_NN_Char,4.07137,-0.15325,-0.52579,-0.21807,-0.89395,13,81.12048765
11/27/2018 10:07:18 PM,22,DCH,45:08.4,27:00.0,0,0,LG_HG2_NN_Char,4.07103,-0.15325,-0.63095,-0.22061,-0.90426,13,81.01642901
11/27/2018 10:08:18 PM,22,DCH,46:08.4,28:00.0,0,0,LG_HG2_NN_Char,4.07069,-0.15325,-0.63095,-0.22314,-0.91459,13,80.91237037
11/27/2018 10:09:18 PM,22,DCH,47:08.4,29:00.0,0,0,LG_HG2_NN_Char,4.07036,-0.15325,-0.42063,-0.22568,-0.92492,13,80.81005
11/27/2018 10:10:18 PM,22,DCH,48:08.4,30:00.0,0,0,LG_HG2_NN_Char,4.07019,-0.15069,-0.42063,-0.22821,-0.93523,13,80.70772963
11/27/2018 10:11:18 PM,22,DCH,49:08.4,31:00.0,0,0,LG_HG2_NN_Char,4.07002,-0.15069,-0.42063,-0.23075,-0.94556,13,80.60540926
11/27/2018 10:12:18 PM,22,DCH,50:08.4,32:00.0,0,0,LG_HG2_NN_Char,4.06968,-0.15069,-0.63095,-0.23329,-0.9559,13,80.50308889
11/27/2018 10:13:18 PM,22,DCH,51:08.4,33:00.0,0,0,LG_HG2_NN_Char,4.06934,-0.15069,-0.73611,-0.23582,-0.9662,13,80.40076852
11/27/2018 10:14:18 PM,22,DCH,52:08.4,34:00.0,0,0,LG_HG2_NN_Char,4.06901,-0.15069,-0.63095,-0.23836,-0.97653,13,80.29670988
11/27/2018 10:15:18 PM,22,DCH,53:08.4,35:00.0,0,0,LG_HG2_NN_Char,4.06867,-0.15325,-0.52579,-0.2409,-0.98684,13,80.19265123
11/27/2018 10:16:18 PM,22,DCH,54:08.4,36:00.0,0,0,LG_HG2_NN_Char,4.0685,-0.15325,-0.42063,-0.24343,-0.99716,13,80.09033086
11/27/2018 10:17:18 PM,22,DCH,55:08.4,37:00.0,0,0,LG_HG2_NN_Char,4.06816,-0.15069,-0.42063,-0.24597,-1.00747,13,79.98627222
11/27/2018 10:18:18 PM,22,DCH,56:08.4,38:00.0,0,0,LG_HG2_NN_Char,4.06783,-0.15325,-0.52579,-0.2485,-1.01779,13,79.88221358
11/27/2018 10:19:18 PM,22,DCH,57:08.4,39:00.0,0,0,LG_HG2_NN_Char,4.06766,-0.15325,-0.63095,-0.25104,-1.0281,13,79.77989321
11/27/2018 10:20:18 PM,22,DCH,58:08.4,40:00.0,0,0,LG_HG2_NN_Char,4.06732,-0.15069,-0.52579,-0.25358,-1.03842,13,79.67583457
11/27/2018 10:21:18 PM,22,DCH,59:08.4,41:00.0,0,0,LG_HG2_NN_Char,4.06715,-0.15325,-0.52579,-0.25612,-1.04875,13,79.5735142
11/27/2018 10:22:18 PM,22,DCH,00:08.4,42:00.0,0,0,LG_HG2_NN_Char,4.06682,-0.15069,-0.42063,-0.25865,-1.05905,13,79.46945556
11/27/2018 10:23:18 PM,22,DCH,01:08.4,43:00.0,0,0,LG_HG2_NN_Char,4.06665,-0.15325,-0.42063,-0.26119,-1.06938,13,79.36713519
11/27/2018 10:24:18 PM,22,DCH,02:08.4,44:00.0,0,0,LG_HG2_NN_Char,4.06648,-0.15069,-0.52579,-0.26372,-1.07969,13,79.26481481
11/27/2018 10:25:18 PM,22,DCH,03:08.4,45:00.0,0,0,LG_HG2_NN_Char,4.06614,-0.15069,-0.84127,-0.26626,-1.08999,13,79.16075617
11/27/2018 10:26:18 PM,22,DCH,04:08.4,46:00.0,0,0,LG_HG2_NN_Char,4.0658,-0.15325,-0.94643,-0.26879,-1.1003,13,79.05669753
11/27/2018 10:27:18 PM,22,DCH,05:08.4,47:00.0,0,0,LG_HG2_NN_Char,4.06547,-0.15325,-0.73611,-0.27133,-1.11062,13,78.95437716
11/27/2018 10:28:18 PM,22,DCH,06:08.4,48:00.0,0,0,LG_HG2_NN_Char,4.0653,-0.15069,-0.52579,-0.27385,-1.12087,13,78.85031852
11/27/2018 10:29:18 PM,22,DCH,07:08.4,49:00.0,0,0,LG_HG2_NN_Char,4.06513,-0.15325,-0.31548,-0.27639,-1.13118,13,78.74799815
11/27/2018 10:30:18 PM,22,DCH,08:08.4,50:00.0,0,0,LG_HG2_NN_Char,4.06496,-0.15069,-0.21032,-0.27893,-1.1415,13,78.64393951
11/27/2018 10:31:18 PM,22,DCH,09:08.4,51:00.0,0,0,LG_HG2_NN_Char,4.06479,-0.15325,-0.31548,-0.28146,-1.15181,13,78.53988086
11/27/2018 10:32:18 PM,22,DCH,10:08.4,52:00.0,0,0,LG_HG2_NN_Char,4.06429,-0.15325,-1.15674,-0.284,-1.16211,13,78.43756049
11/27/2018 10:33:18 PM,22,DCH,11:08.4,53:00.0,0,0,LG_HG2_NN_Char,4.06395,-0.15069,-0.84127,-0.28653,-1.1724,13,78.33350185
11/27/2018 10:34:18 PM,22,DCH,12:08.4,54:00.0,0,0,LG_HG2_NN_Char,4.06378,-0.15325,-0.52579,-0.28907,-1.18271,13,78.23118148
11/27/2018 10:35:18 PM,22,DCH,13:08.4,55:00.0,0,0,LG_HG2_NN_Char,4.06361,-0.15069,-0.21032,-0.2916,-1.19303,13,78.12712284
11/27/2018 10:36:18 PM,22,DCH,14:08.4,56:00.0,0,0,LG_HG2_NN_Char,4.06344,-0.15325,-0.10516,-0.29414,-1.20333,13,78.02480247
11/27/2018 10:37:18 PM,22,DCH,15:08.4,57:00.0,0,0,LG_HG2_NN_Char,4.06328,-0.15069,-0.52579,-0.29668,-1.21364,13,77.92074383
11/27/2018 10:38:18 PM,22,DCH,16:08.4,58:00.0,0,0,LG_HG2_NN_Char,4.06277,-0.15325,-1.15674,-0.29922,-1.22396,13,77.81668519
11/27/2018 10:39:18 PM,22,DCH,17:08.4,59:00.0,0,0,LG_HG2_NN_Char,4.06243,-0.15325,-0.10516,-0.30175,-1.23426,13,77.71262654
11/27/2018 10:40:18 PM,22,DCH,18:08.4,00:00.0,0,0,LG_HG2_NN_Char,4.06243,-0.15325,0.21032,-0.30429,-1.24455,13,77.6085679
11/27/2018 10:41:18 PM,22,DCH,19:08.4,01:00.0,0,0,LG_HG2_NN_Char,4.0621,-0.15325,-1.05159,-0.30682,-1.25485,13,77.50624753
11/27/2018 10:42:18 PM,22,DCH,20:08.4,02:00.0,0,0,LG_HG2_NN_Char,4.06176,-0.15069,-0.63095,-0.30936,-1.26515,13,77.40218889
11/27/2018 10:43:18 PM,22,DCH,21:08.4,03:00.0,0,0,LG_HG2_NN_Char,4.06159,-0.15325,-0.21032,-0.31189,-1.27545,13,77.29813025
11/27/2018 10:44:18 PM,22,DCH,22:08.4,04:00.0,0,0,LG_HG2_NN_Char,4.06142,-0.15325,-0.10516,-0.31443,-1.28575,13,77.19580988
11/27/2018 10:45:18 PM,22,DCH,23:08.4,05:00.0,0,0,LG_HG2_NN_Char,4.06109,-0.15069,-0.84127,-0.31696,-1.29603,13,77.09348951
11/27/2018 10:46:18 PM,22,DCH,24:08.4,06:00.0,0,0,LG_HG2_NN_Char,4.06075,-0.15069,-0.63095,-0.3195,-1.30634,13,76.99116914
11/27/2018 10:47:18 PM,22,DCH,25:08.4,07:00.0,0,0,LG_HG2_NN_Char,4.06041,-0.15069,-0.52579,-0.32203,-1.31663,13,76.88884877
11/27/2018 10:48:18 PM,22,DCH,26:08.4,08:00.0,0,0,LG_HG2_NN_Char,4.06024,-0.15069,-0.21032,-0.32457,-1.32693,13,76.7865284
11/27/2018 10:49:18 PM,22,DCH,27:08.4,09:00.0,0,0,LG_HG2_NN_Char,4.06007,-0.15069,-0.52579,-0.3271,-1.33722,13,76.68246975
11/27/2018 10:50:18 PM,22,DCH,28:08.4,10:00.0,0,0,LG_HG2_NN_Char,4.05974,-0.15325,-0.94643,-0.32964,-1.34751,13,76.57841111
11/27/2018 10:51:18 PM,22,DCH,29:08.4,11:00.0,0,0,LG_HG2_NN_Char,4.0594,-0.15325,-0.73611,-0.33217,-1.3578,13,76.47435247
11/27/2018 10:52:18 PM,22,DCH,30:08.4,12:00.0,0,0,LG_HG2_NN_Char,4.05906,-0.15325,-0.52579,-0.33471,-1.3681,13,76.37029383
11/27/2018 10:53:18 PM,22,DCH,31:08.4,13:00.0,0,0,LG_HG2_NN_Char,4.05889,-0.15325,-0.42063,-0.33724,-1.37839,13,76.26797346
11/27/2018 10:54:18 PM,22,DCH,32:08.4,14:00.0,0,0,LG_HG2_NN_Char,4.05873,-0.15069,-0.31548,-0.33978,-1.38869,13,76.16391481
11/27/2018 10:55:18 PM,22,DCH,33:08.4,15:00.0,0,0,LG_HG2_NN_Char,4.05839,-0.15325,-0.84127,-0.34232,-1.39897,13,76.06159444
11/27/2018 10:56:18 PM,22,DCH,34:08.4,16:00.0,0,0,LG_HG2_NN_Char,4.05805,-0.15069,-0.84127,-0.34485,-1.40927,13,75.95927407
11/27/2018 10:57:18 PM,22,DCH,35:08.4,17:00.0,0,0,LG_HG2_NN_Char,4.05771,-0.15069,-0.63095,-0.34739,-1.41954,13,75.8569537
11/27/2018 10:58:18 PM,22,DCH,36:08.4,18:00.0,0,0,LG_HG2_NN_Char,4.05738,-0.15069,-0.42063,-0.34993,-1.42985,13,75.75463333
11/27/2018 10:59:18 PM,22,DCH,37:08.4,19:00.0,0,0,LG_HG2_NN_Char,4.05721,-0.15069,-0.31548,-0.35245,-1.44011,13,75.65231296
11/27/2018 11:00:18 PM,22,DCH,38:08.4,20:00.0,0,0,LG_HG2_NN_Char,4.05687,-0.15069,-0.84127,-0.35499,-1.4504,13,75.54825432
11/27/2018 11:01:18 PM,22,DCH,39:08.4,21:00.0,0,0,LG_HG2_NN_Char,4.05653,-0.15325,-0.94643,-0.35753,-1.46068,13,75.44419568
11/27/2018 11:02:18 PM,22,DCH,40:08.4,22:00.0,0,0,LG_HG2_NN_Char,4.0562,-0.15325,-0.73611,-0.36006,-1.47095,13,75.34013704
11/27/2018 11:03:18 PM,22,DCH,41:08.4,23:00.0,0,0,LG_HG2_NN_Char,4.05586,-0.15325,-0.63095,-0.36259,-1.48121,13,75.23781667
11/27/2018 11:04:18 PM,22,DCH,42:08.4,24:00.0,0,0,LG_HG2_NN_Char,4.05552,-0.15069,-0.31548,-0.36513,-1.49151,13,75.13375802
11/27/2018 11:05:18 PM,22,DCH,43:08.4,25:00.0,0,0,LG_HG2_NN_Char,4.05535,-0.15325,-0.21032,-0.36767,-1.50183,13,75.03143765
11/27/2018 11:06:18 PM,22,DCH,44:08.4,26:00.0,0,0,LG_HG2_NN_Char,4.05502,-0.15069,-0.63095,-0.37021,-1.51212,13,74.92737901
11/27/2018 11:07:18 PM,22,DCH,45:08.4,27:00.0,0,0,LG_HG2_NN_Char,4.05451,-0.15325,-0.94643,-0.37275,-1.52241,13,74.82505864
11/27/2018 11:08:18 PM,22,DCH,46:08.4,28:00.0,0,0,LG_HG2_NN_Char,4.05417,-0.15069,-0.73611,-0.37528,-1.53268,13,74.72273827
11/27/2018 11:09:18 PM,22,DCH,47:08.4,29:00.0,0,0,LG_HG2_NN_Char,4.05384,-0.15069,-0.52579,-0.37782,-1.54296,13,74.6204179
11/27/2018 11:10:18 PM,22,DCH,48:08.4,30:00.0,0,0,LG_HG2_NN_Char,4.05367,-0.15069,-0.42063,-0.38036,-1.55326,13,74.51635926
11/27/2018 11:11:18 PM,22,DCH,49:08.4,31:00.0,0,0,LG_HG2_NN_Char,4.05333,-0.15325,-0.21032,-0.38289,-1.56352,13,74.41403889
11/27/2018 11:12:18 PM,22,DCH,50:08.4,32:00.0,0,0,LG_HG2_NN_Char,4.05283,-0.15069,-0.73611,-0.38542,-1.57379,13,74.31171852
11/27/2018 11:13:18 PM,22,DCH,51:08.4,33:00.0,0,0,LG_HG2_NN_Char,4.05232,-0.15069,-0.84127,-0.38796,-1.58407,13,74.20765988
11/27/2018 11:14:18 PM,22,DCH,52:08.4,34:00.0,0,0,LG_HG2_NN_Char,4.05198,-0.15325,-0.73611,-0.39049,-1.59434,13,74.10533951
11/27/2018 11:15:18 PM,22,DCH,53:08.4,35:00.0,0,0,LG_HG2_NN_Char,4.05165,-0.15069,-0.63095,-0.39302,-1.6046,13,74.00128086
11/27/2018 11:16:18 PM,22,DCH,54:08.4,36:00.0,0,0,LG_HG2_NN_Char,4.05131,-0.15325,-0.42063,-0.39556,-1.61489,13,73.89722222
11/27/2018 11:17:18 PM,22,DCH,55:08.4,37:00.0,0,0,LG_HG2_NN_Char,4.05097,-0.15325,-0.42063,-0.3981,-1.62517,13,73.79316358
